id,completion,channel
0TF4161__81343B,"Elevate your style quotient with Tiffany & Co. TF4161 sunglasses. These square-shaped glasses feature a polished havana acetate frame that exudes elegance and sophistication. The brown gradient lenses add a touch of glamour to the overall design, making these shades perfect for fashion-forward individuals. Crafted with meticulous attention to detail, these glasses are not only stylish but also versatile. Embrace the timeless beauty of Tiffany & Co., and experience the ultimate in luxury and sophistication. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters|OPSM - OPSM|DC - David Clulow
0TF4161__80559S,"Elevate your style quotient with Tiffany & Co. TF4161 sunglasses. These square-shaped glasses feature a polished black on tiffany blue frame that contrasts beautifully with the tiffany blue gradient lenses, adding a touch of elegance and sophistication to any look. The acetate material ensures durability and comfort, making these shades a versatile choice for everyday wear. Embrace the iconic luxury brand's timeless elegance and sophistication with these stunning Tiffany & Co. sunglasses. These sunglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM
0TF4161__805581,"Elevate your style quotient with Tiffany & Co. TF4161 sunglasses. These square-shaped glasses feature a polished black on tiffany blue frame made of durable acetate. The polarized lenses, in a striking polar grey color, offer superior glare reduction and enhance visual clarity. The solid color lens treatment adds a touch of sophistication to these shades, making them the perfect choice for those seeking both fashion and functionality. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF4160__82863B,"Experience the epitome of luxury with Tiffany & Co. TF4160 sunglasses. These square-shaped glasses feature a polished havana on crystal tiffany blue frame made from acetate, offering durability and comfort. The brown gradient lenses add a touch of sophistication to the design, making these shades a must-have accessory for any fashion-forward individual. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|LC - Lens Crafters
0TF4160__82853C,"Step out in style with Tiffany & Co. TF4160 sunglasses. These square-shaped glasses feature a polished black on crystal tiffany blue acetate frame, adding a touch of elegance to your look. The grey gradient lenses not only provide excellent protection but also add a stylish flair to these shades. Experience the timeless beauty of Tiffany & Co.'s exquisite craftsmanship and design. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF4158__80019S,"Discover the flawlessly harmonized fusion of style and performance in Tiffany & Co. TF4158 sunglasses. These cat eye glasses feature a polished black acetate frame that exudes elegance and sophistication. The tiffany blue gradient lenses add a pop of color to your look, making these shades a must-have accessory for any fashion-forward individual. These sunglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|DC - David Clulow
0TF4156__81343B,"Experience the epitome of luxury with Tiffany & Co. TF4156 sunglasses. These butterfly-shaped glasses feature a polished havana frame crafted from high-quality acetate, offering superior durability and a luxurious appeal. The brown gradient lenses not only provide excellent sun protection but also add to the overall style of these shades. Embrace the timeless elegance and sophistication that only Tiffany & Co. can offer. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4156__80554U,"Elevate your fashion and optical standards with Tiffany & Co. TF4156 sunglasses. The butterfly shape, crafted from polished acetate, features a unique black on tiffany blue color scheme that is sure to turn heads. The gradient lenses offer a smooth transition from a darker shade at the top to a lighter one at the bottom, providing optimal protection and comfort. These glasses are not only stylish but also practical. With polarized lenses that eliminate glare, you can enjoy all-day vision clarity while remaining fashionable. Experience the interplay of timeless style and modern design with Tiffany & Co. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM
0TF4156__80019S,"Experience the exquisite craftsmanship that unites style and optical functionality in Tiffany & Co. TF4156 sunglasses. These butterfly-shaped glasses feature a polished black acetate frame that exudes elegance and sophistication. The tiffany blue gradient lenses add a touch of vibrancy to the overall design, making these shades a fashion-forward choice for any occasion. Embrace the timeless beauty of Tiffany & Co. and enhance your visual experience with these stunning sunnies. These sunglasses are available with prescription lenses.",DC - David Clulow
0TF4153__80019S,"Experience the exquisite craftsmanship that unites style and optical functionality in Tiffany & Co. TF4153 sunglasses. These oval-shaped glasses feature a polished black acetate frame that exudes elegance and sophistication. The tiffany blue gradient lenses add a pop of color, making these shades a standout accessory for any outfit. Enjoy the sun in style with Tiffany & Co. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4152__80019S,"Elevate your style while maintaining optimal vision with Tiffany & Co. TF4152 sunglasses. These cat eye-shaped glasses feature a polished black frame that exudes sophistication and elegance. The blue gradient lenses add a touch of glamour, making these shades an excellent choice for fashion-forward individuals. Embrace the timeless appeal of Tiffany & Co. with these exquisite sunglasses, perfect for everyday wear in any setting. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM
0TF4152__80014U,"Elevate your style with Tiffany & Co. TF4152 sunglasses. The polished black cat eye shape adds a touch of glamour to any outfit, while the polarized lenses provide superior clarity and comfort. The gradient tint transitions from a lighter color at the top to a darker one at the bottom, creating a unique and stylish look. These glasses also feature polar tiffany blue lenses, adding a pop of color to your everyday wear. Embrace the beauty and elegance that Tiffany & Co. sunglasses offer in this stunning pair of shades. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF4149__82909T,"Experience the allure of Tiffany & Co. TF4149 sunglasses, designed for those who appreciate luxury and style. These butterfly-shaped glasses feature a polished havana on transparent pink frame made from durable acetate, offering a chic and trendy look. The brown gradient violet lenses not only add a touch of sophistication but also provide excellent protection against UV rays. With their unique design and superior quality, these glasses are an ideal choice for everyday wear. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4149__80019S,"Elevate your style with Tiffany & Co. TF4149 sunglasses. The butterfly shape and polished black acetate frame offer a timeless appeal. The tiffany blue gradient lenses add a pop of color, making these shades stand out from the crowd. These glasses are not only stylish but also versatile. Embrace your inner fashionista with these stunning Tiffany & Co. sunglasses. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4148__80023B,"Experience the perfect blend of style and functionality with Tiffany & Co. TF4148 sunglasses. These cat eye-shaped glasses feature a polished havana frame made of durable acetate, offering a timeless look. The brown gradient lenses not only provide excellent vision but also add a touch of sophistication to your overall aesthetic. With these shades, you can elevate your fashion game while staying protected in the sun. These sunglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò
0TF4148__80014U,"Experience the epitome of luxury with Tiffany & Co. TF4148 sunglasses. These cat eye-shaped glasses feature a polished black acetate frame, adding a touch of sophistication to your look. The polar tiffany blue gradient lenses not only provide optimal vision but also add a pop of color to your face. Embrace the iconic style and timeless elegance that Tiffany & Co. is known for. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF4148__80013B,Elevate your fashion while optimizing utility with Tiffany & Co. TF4148 sunglasses. These cat eye-shaped glasses are crafted from durable acetate and feature a polished black finish that adds a touch of elegance to any outfit. The brown gradient lenses not only provide optimal protection but also add a unique flair to these stylish shades. Embrace the sophisticated charm of Tiffany & Co. These sunglasses are available with prescription lenses.,LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow
0TF4145B__80553C,"Elevate your style quotient with Tiffany & Co. TF4145B sunglasses. The square-shaped acetate frames are polished to perfection, featuring a unique black on tiffany blue color scheme that adds a touch of elegance to any look. The grey gradient lenses not only provide excellent vision but also add a stylish flair to these shades. Strass detailing further enhances the glam factor, making these sunglasses an ideal choice for those who appreciate luxury and style. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4145BF__80553C,"Experience the epitome of luxury with Tiffany & Co. TF4145BF sunglasses. The square shape, crafted from polished acetate, features a unique black on tiffany blue color scheme that is sure to catch everyone's attention - enhanced further by the addition of grey gradient lens and strass for a touch of elegance and sophistication to your look. Pair these with any outfit for a stylish and glamorous finish. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4142BF__80019S,"Discover the meticulous craftsmanship that unites style and optical functionality in Tiffany & Co. TF4142BF sunglasses. The polished black acetate frame, with a key bridge detail, is designed to flatter any face shape. These phantos-shaped glasses are adorned with strass for a touch of glamour. The unique tiffany blue gradient lenses add a pop of color to your look. With these stylish shades, you can enjoy the sun in comfort and style. These sunglasses are available with prescription lenses.",OPSM - OPSM
0TF4121B__81343B,"Elevate your style quotient with Tiffany & Co. TF4121B sunglasses. These glasses feature a polished havana acetate frame in a rectangle shape, adorned with strass on metal components for added sparkle. The brown gradient lenses not only provide excellent vision but also add a stylish touch to your look. With their unique design and high-quality craftsmanship, these shades are sure to turn heads wherever you go. These sunglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM
0TF4121B__80551W,"Elevate your fashion while optimizing utility with Tiffany & Co. TF4121B sunglasses. These rectangle-shaped glasses are crafted from durable acetate and feature a polished black on tiffany blue frame that adds a pop of color to any look. The solid color lens treatment in clear offers optimal vision clarity, making these shades perfect for everyday wear. The strass detailing on the metal component adds an extra touch of elegance, making these sunglasses a must-have accessory. Embrace the luxury and style that Tiffany & Co. embodies with these stunning shades. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4121BF__80559S,"Experience the epitome of luxury with Tiffany & Co. TF4121BF sunglasses. The polished black on tiffany blue acetate frame, paired with gradient lenses in iconic tiffany blue, creates a striking contrast. The rectangle shape adds a modern touch to these timeless frames. Strass detailing on the temples adds an elegant touch and ensures you stand out from the crowd. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4121BF__80153B,"Elevate your look with these Tiffany & Co. TF4121BF sunglasses. The rectangle shape, crafted from polished havana acetate, is a timeless and versatile choice for any fashion-forward individual. The brown gradient lenses not only provide excellent vision but also add a touch of elegance to the overall design. These glasses are further enhanced by the strass details, making them an ideal accessory for those who like their fashion with a touch of sparkle. These sunglasses are available with prescription lenses.",LC - Lens Crafters
0TF4105HB__81939S,"Elevate your style quotient with Tiffany & Co. TF4105HB sunglasses. The square shape and polished black acetate frame offer a timeless, yet modern look. The tiffany blue gradient lenses add a pop of color to the overall design. Strass on strass metal components enhance the luxury appeal of these shades, making them an ideal accessory for fashion-forward individuals. These sunglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM
0TF4105HB__81343B,"Elevate your style with Tiffany & Co. TF4105HB sunglasses. The square shape and polished havana acetate frame offer a modern and sophisticated look. The brown gradient lenses, adorned with strass on strass metal components, add a touch of glamour to these shades. These glasses are not only stylish but also practical for everyday wear. Embrace the timeless elegance of Tiffany & Co. These sunglasses are available with prescription lenses.",LC - Lens Crafters|SV - Salmoiraghi e Viganò|OPSM - OPSM
0TF4089B__82303C,"Elevate your style with Tiffany & Co. TF4089B sunglasses. The polished blue acetate frame, in a cat eye shape, is adorned with strass for a glamorous look. The grey gradient lenses add a touch of sophistication to these shades, making them the perfect accessory for any fashion-forward individual. These sunglasses are not only stylish but also versatile and practical. Embrace the beauty of Tiffany & Co. and experience luxury like never before. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF4089B__81343B,"Elevate your fashion while optimizing utility with Tiffany & Co. TF4089B sunglasses. The polished havana on tiffany blue frame, with its distinctive cat eye shape, adds a touch of glamour to any look. Crafted from acetate, these shades are not only stylish but also durable. The brown gradient lenses not only provide optimal vision but also add a touch of sophistication to these already elegant glasses. These sunglasses feature strass on strass on metal components, adding a glamorous touch to the overall design. Embrace the timeless elegance and style that Tiffany & Co. have been known for since 1837 with these stunning shades. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow
0TF4089B__80553C,"Elevate your style while optimizing functionality with Tiffany & Co. TF4089B sunglasses. Crafted from durable acetate, these cat eye glasses feature a polished black on tiffany blue frame that adds a pop of color to any outfit. The grey gradient lenses not only provide excellent protection but also add a touch of sophistication. These shades are not just a fashion statement, but an accessory that serves as a practical everyday item as well. Embrace the glamour and elegance of Tiffany & Co. with these stunning sunglasses. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò|OPSM - OPSM|DC - David Clulow
0TF4076__81343B,"Elevate your style quotient with Tiffany & Co. TF4076 sunglasses. These square-shaped shades are crafted from durable acetate and feature a polished havana on tiffany blue frame color, complemented by the brown gradient lenses. The polished finish adds a touch of sophistication to these timeless frames. With their unique design and impeccable craftsmanship, Tiffany & Co. TF4076 sunglasses are a must-have accessory for any fashion-forward individual. These sunglasses are available with prescription lenses.",OPSM - OPSM
0TF4047B__81343B,"Experience the epitome of luxury with Tiffany & Co. TF4047B sunglasses. The rectangle shape, crafted from polished acetate, is a timeless design that flatters all face shapes. The frame color in havana features strass on strass metal components for added elegance. The brown gradient lenses provide excellent protection and a stylish finish. Embrace the glamour that only Tiffany & Co. can offer. These sunglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM
0TF4047B__80553C,"Introducing Tiffany & Co. TF4047B, a pair of sunglasses that exudes elegance and sophistication. The rectangle shape combined with polished black on tiffany blue acetate frames gives these shades a modern yet timeless appeal. The grey gradient lenses not only enhance your vision but also add a touch of glamour to your look. These glasses feature strass on strass metal components, showcasing the brand's impeccable attention to detail and high-quality craftsmanship. These sunglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM
0TF3078B__61059S,"Elevate your style while maintaining optimum sun protection with Tiffany & Co. TF3078B sunglasses. The square shape and polished metal frame in silver color finish exude a timeless appeal, while the blue gradient lenses add a modern touch to the design. Strass detailing adds a luxurious touch to these shades, making them an ideal choice for those who appreciate fine craftsmanship. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF3078B__60213B,"Elevate your fashion while optimizing utility with Tiffany & Co. TF3078B sunglasses. The square shape and polished pale gold metal frame, embellished with sparkling strass, exude elegance and sophistication. These shades are not only a stylish accessory but also a practical one. The brown gradient lenses enhance visual clarity while providing optimal protection from the sun's harmful rays. Embrace timeless glamour with these stunning glasses from Tiffany & Co.. These sunglasses are available with prescription lenses.",GL - Glasses
0TF3077__60213B,Elevate your fashion while optimizing utility with Tiffany & Co. TF3077 sunglasses. These irregular-shaped glasses feature a polished pale gold metal frame that exudes elegance and sophistication. The brown gradient lenses not only add a touch of color but also provide excellent protection from the sun's harmful rays. The unique design makes these shades a must-have accessory for any fashion-forward individual. These sunglasses are available with prescription lenses.,LC - Lens Crafters|OPSM - OPSM|SV - Salmoiraghi e Viganò|GL - Glasses|DC - David Clulow
0TF3077__60019S,"Experience the epitome of luxury with Tiffany & Co. TF3077 sunglasses. These irregular-shaped glasses feature a polished silver metal frame in a unique design, offering a modern twist on the iconic Tiffany style. The azure gradient blue lenses add a pop of color to your look and provide excellent sun protection. Embrace the glamour and sophistication that only Tiffany can offer with these exquisite shades. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF3075__61053C,"Experience the epitome of luxury with Tiffany & Co. TF3075 sunglasses. The phantos shape and polished rubedo metal frame offer a modern twist on a timeless design. These shades feature grey gradient lenses that provide excellent vision clarity, while the stylish black color adds a touch of sophistication to any outfit. With their unique design and impeccable craftsmanship, these glasses are a must-have accessory for fashion-forward individuals. These sunglasses are available with prescription lenses.",OPSM - OPSM
0TF3074__615613,"Elevate your fashion and optical standards with Tiffany & Co. TF3074 sunglasses. These pilot-shaped glasses feature a polished pale gold frame made of durable steel, offering a sleek and modern look. The pink gradient lenses add a touch of glamour to these shades, making them perfect for those who appreciate style and sophistication. Embrace the timeless appeal of Tiffany & Co. with these exquisite sunglasses. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF3073B__60213B,"Elevate your fashion with these Tiffany & Co. TF3073B sunglasses. The round shape and polished pale gold metal frame offer a timeless look, while the strass on strass on metal component adds a touch of glamour. The gradient-mirror lens treatment in brown gradient silver mirror color enhances visual clarity and minimizes glare, making these shades perfect for any occasion. These sunglasses are available with prescription lenses.",OPSM - OPSM|SV - Salmoiraghi e Viganò|DC - David Clulow
0TF3073B__60019S,"Elevate your fashion and optical standards with Tiffany & Co. TF3073B sunglasses. The round shape and polished silver metal frame offer a timeless, yet modern look. The tiffany blue gradient lenses add a pop of color and provide 100% UV protection. Strass on strass on metal components ensure these shades are as durable as they are stylish. With these sunglasses, you'll be ready for any adventure in style and comfort. These sunglasses are available with prescription lenses.",OPSM - OPSM|SV - Salmoiraghi e Viganò
0TF3072__61390W,"Discover the meticulous craftsmanship that unites style and optical functionality in Tiffany & Co. TF3072 sunglasses. These butterfly-shaped glasses feature a polished rubedo metal frame that exudes elegance and sophistication. The solid color - mirror lens treatment with clear mirror real rose gold adds a touch of glamour, while the clear mirror finish provides excellent protection against glare and harmful UV rays. Embrace luxury with these exquisite shades from Tiffany & Co. These sunglasses are available with prescription lenses.",SV - Salmoiraghi e Viganò
0TF3072__60213B,Elevate your fashion while optimizing utility with Tiffany & Co. TF3072 sunglasses. The butterfly shape and polished pale gold metal frame offer a timeless yet contemporary aesthetic. The brown gradient lenses provide excellent sun protection and enhance the overall appeal of these shades. These glasses are not only stylish but also practical. Embrace the elegance of Tiffany & Co. These sunglasses are available with prescription lenses.,SV - Salmoiraghi e Viganò
0RX6378__2973,"Achieve a perfect balance between style and comfort with Ray-Ban RB6378 Optics. The polished metal frame, crafted in a phantos shape, offers a modern twist to the traditional eyeglasses design. The light brown color adds a touch of sophistication, making these glasses a versatile choice for any occasion. Embrace the timeless appeal of Ray-Ban eyewear with these stylish shades. These eyeglasses are available with prescription lenses.",GL - Glasses|TO - Target Optical|OPSM - OPSM|DC - David Clulow
0RX6375__2861,"Elevate your eyewear game with Ray-Ban RB6375 Optics. The polished black on silver metal frame, paired with a key bridge design, gives these glasses a modern and sophisticated look. The phantos shape adds a touch of elegance to the overall design. These eyeglasses are not only stylish but also versatile. These eyeglasses are available with prescription lenses.",GL - Glasses|TO - Target Optical|GL - Glasses
0RX6378F__2904,"Elevate your eyewear game with Ray-Ban RB6378 Optics. The phantos shape and matte black finish of the metal frame give these glasses a sleek, modern look. The frame is designed to be durable and lightweight, making it comfortable to wear all day long. These eyeglasses are not only stylish but also practical for everyday use. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX6363__3018,"Elevate your fashion and performance standards with Ray-Ban RB6363 Optics. The square shape and metal frame material offer a timeless, yet contemporary look. The polished black finish adds a touch of sophistication to these eyeglasses. These shades are designed for durability and style, making them an ideal choice for everyday wear. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX6363__2904,"Elevate your eyewear game with Ray-Ban RB6363 Optics. The square shape and matte black metal frame give these glasses a sleek and modern look. Crafted from durable materials, these frames are designed to last. Whether you're looking for a fashion-forward statement or everyday practicality, these shades have got you covered. These eyeglasses are available with prescription lenses.",TO - Target Optical
0RX6363__2890,"Embrace the fusion of style and performance with Ray-Ban RB6363 Optics. The square shape, crafted from durable metal, offers a modern twist on a timeless design. The polished black on gold finish adds a touch of sophistication to any look. These eyeglasses are not only stylish but also versatile. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|CL - Clearly
0RX6363__2861,"Elevate your style with the Ray-Ban RB6363 Optics. The square shape and polished finish offer a modern twist on a timeless design. Crafted from durable metal, these eyeglasses are designed to withstand daily wear and tear. The black on silver color scheme adds a touch of sophistication, making these frames a versatile choice for any wardrobe. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses|TO - Target Optical|OPSM - OPSM|CL - Clearly
0RX6363__2553,"Experience the epitome of sophistication and performance integration with Ray-Ban RB6363 Optics. The square shape and polished gunmetal finish of the metal frame exude a timeless appeal, while the black color adds a touch of elegance. These eyeglasses are designed to accommodate progressive lenses, making them an excellent choice for those seeking versatility. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters|TO - Target Optical|OPSM - OPSM
0RX6355__2620,"Elevate your fashion and optical standards with Ray-Ban RB6355 Optics. The metal frame, in a unique phantos shape, is designed to ensure durability and comfort. The matte finish in a striking gunmetal color adds a touch of sophistication to the eyeglasses. These shades are not just stylish but also functional. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters|SV - Salmoiraghi e Viganò|TO - Target Optical|CL - Clearly
0RX6396__2933,"Elevate your style with Ray-Ban RB6396 Optics. The polished gold metal frame, in a phantos shape, offers a modern twist on a timeless design. These eyeglasses are not only stylish but also durable and comfortable to wear. Embrace the sophistication of these shades and experience the perfect blend of fashion and functionality. These eyeglasses are available with prescription lenses.",TO - Target Optical|GL - Glasses
0RX6355M__F039,"Ray-Ban RB6355M Scuderia Ferrari Collection eyeglasses are a perfect blend of high-performance and style. The matte silver finish on the steel frame adds a touch of sophistication, while the phantos shape offers a modern twist. These shades are not just about looks; they are also designed for comfort and durability. Embrace your inner racer with these stylish glasses from the Ray-Ban x Ferrari collaboration. These eyeglasses are available with prescription lenses.",GL - Glasses
0RX6355M__F028,"Ray-Ban RB6355M Scuderia Ferrari Collection eyeglasses are a perfect blend of style and performance. These glasses feature a polished black steel frame in the iconic phantos shape, offering a sleek and modern look. The frame is designed to withstand the rigors of everyday wear, making it ideal for those seeking both fashion and function. This eyewear also features the signature red accents on the temples, adding a touch of sporty sophistication to your look. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM
0RX6355M__F003,"Discover the meticulous craftsmanship that unites two iconic brands, Ray-Ban and Scuderia Ferrari. These RB6355M Scuderia Ferrari Collection eyeglasses showcase the perfect synergy between style and performance. The matte gunmetal frame is crafted from durable steel, offering a sleek and modern look. The phantos shape adds a touch of vintage charm to these contemporary shades. These glasses are not only stylish but also practical for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|GL - Glasses
0RX6355M__F002,"Ray-Ban RB6355M Scuderia Ferrari Collection eyeglasses are a perfect blend of style and performance. The matte black finish gives these frames a sleek, modern look. The phantos shape is a timeless design that complements any face shape. Crafted from durable steel, these glasses are built to last. These eyeglasses feature the iconic Ferrari red stripe on the temple, making them a must-have accessory for any fan of the racing team. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX6346__2917,"Elevate your eyewear game with Ray-Ban RB6346 Optics. Crafted from durable steel, these square-shaped glasses feature a matte finish that adds a touch of sophistication to any look. The frame color is havana on gold, complemented by black temples for a sleek contrast. These eyeglasses are not only stylish but also practical. Embrace the timeless appeal of Ray-Ban and stay fashionable while reading or working on your computer. These eyeglasses are available with prescription lenses.",LC - Lens Crafters
0RX6331__2620,"Elevate your eyewear game with Ray-Ban RB6331 Optics. The rectangle shape and metal frame offer a modern and sophisticated look. The matte gunmetal color adds a touch of elegance to these eyeglasses, making them a versatile choice for everyday wear. These frames are designed for durability and superior viewing experience. These eyeglasses are available with prescription lenses.",GL - Glasses|LC - Lens Crafters|OPSM - OPSM
0RX5391__2144,"Elevate your style quotient with Ray-Ban RB5391 Optics. Crafted from high-quality acetate, these eyeglasses feature a polished striped havana frame in a unique rectangle shape that adds a touch of sophistication to any look. The black and tortoiseshell color contrast provides a striking visual appeal. These frames are designed to provide both comfort and style. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|TO - Target Optical|GL - Glasses|CL - Clearly
0RX5390__8053,"Elevate your eyewear game with Ray-Ban RB5390 Optics. Crafted from durable acetate, these square-shaped glasses feature a polished striped blue frame color that adds a touch of sophistication to any look. The black and white contrast of the frame color finish further enhances the overall appeal. These eyeglasses are not just stylish but also practical for everyday wear. These eyeglasses are available with prescription lenses.",OPSM - OPSM|LC - Lens Crafters|TO - Target Optical|SV - Salmoiraghi e Viganò
0RX5390__2144,"Elevate your fashion and optical standards with Ray-Ban RB5390 Optics. The square shape and polished striped havana acetate frame offer a timeless appeal. These eyeglasses feature a unique design, making them a standout accessory as well as a practical vision solution. With their impeccable craftsmanship and sleek design, these frames are sure to become a staple in your eyewear collection. These eyeglasses are available with prescription lenses.",TO - Target Optical|LC - Lens Crafters|GL - Glasses|CL - Clearly|OPSM - OPSM
0RX5388__8055,"Elevate your eyewear game with Ray-Ban Jeffrey Optics. The square shape and polished finish of the striped grey acetate frame adds a modern touch to any look. These glasses are not only stylish but also versatile, making them a great addition to any wardrobe. Embrace your individuality and express yourself with these unique eyeglasses. These eyeglasses are available with prescription lenses.",DC - David Clulow
0RX5388__8054,"Ray-Ban Jeffrey Optics offer a combination of style and functionality. The square silhouette and polished finish give these eyeglasses a contemporary feel. Crafted from resilient acetate, the frame is striped in red for a vibrant touch that adds a bold pop of color to any look. These frames can be tailored with your choice of lenses to meet your vision requirements while ensuring you make a statement with their eye-catching striped red frame. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX5388__5987,"Elevate your style quotient while staying true to your vision with Ray-Ban Jeffrey Optics. The square shape and polished red frame, crafted from durable acetate, offer a modern twist on the timeless design. These eyeglasses are not just a fashion statement but also a practical choice for everyday wear. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX5388__2144,"Ray-Ban Jeffrey Optics are a sleek and stylish choice for those who value both fashion and functionality. The square shape and polished finish of the acetate frame give these glasses a modern and sophisticated look. The striped red havana color adds a vibrant touch to the black base, making these eyeglasses a unique addition to any wardrobe. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses|TO - Target Optical|OPSM - OPSM|DC - David Clulow|GL - Glasses|DC - David Clulow
0RX5388__2034,"Discover the impeccable fusion of style and optical functionality in Ray-Ban Jeffrey Optics. The square shape and polished black on transparent frame, crafted from durable acetate, offer a modern twist to a timeless design. These eyeglasses feature a unique black on transparent color scheme that adds a touch of sophistication to any look. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|OPSM - OPSM|TO - Target Optical|DC - David Clulow
0RX5388__2000,"Enhance your look with Ray-Ban Jeffrey Optics. These square-shaped glasses boast a sleek black finish that adds a touch of sophistication to any ensemble. Crafted from durable acetate, these eyeglasses are designed for long-lasting wear. The frame's black color also makes it easy to coordinate with other accessories and clothing items. Step out in timeless style with Ray-Ban and enjoy superior visual clarity. These eyeglasses are available with prescription lenses.",GL - Glasses|SV - Salmoiraghi e Viganò|DC - David Clulow|GL - Glasses
0RX5387__5975,"Elevate your style and experience comfort with Ray-Ban RB5387 eyeglasses. The square shape, crafted from durable acetate, offers a timeless appeal. The polished yellow havana frame color adds a touch of sophistication to your look. The key bridge design ensures a comfortable fit for all face shapes. These glasses are not just stylish but also practical. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX5387__5974,"Elevate your fashion and optical standards simultaneously with Ray-Ban RB5387 eyeglasses. The square shape, crafted from durable acetate, offers a modern twist on a timeless design. The polished havana on green frame color adds a touch of sophistication, while the key bridge provides a unique aesthetic detail. These glasses are versatile and stylish, making them an excellent choice for everyday wear. These eyeglasses are available with prescription lenses.",LC - Lens Crafters|GL - Glasses
0RX5387__5940,"Achieve a timeless look with Ray-Ban RB5387 Optics. The square shape and polished finish of the transparent grey frame give a modern twist to a traditional design. Crafted from durable acetate, these eyeglasses are both stylish and practical. The key bridge adds a touch of sophistication, making these frames an ideal choice for everyday wear. These eyeglasses are available with prescription lenses.",GL - Glasses|GL - Glasses
0RX5387__5872,"Elevate your fashion while optimizing utility with Ray-Ban RB5387 Optics. The square shape and key bridge detail give these glasses a modern and sophisticated look. Crafted from durable acetate, the frame is available in a polished havana beige finish that complements any outfit. These eyeglasses feature a versatile design that makes them suitable for both everyday wear and special occasions. These eyeglasses are available with prescription lenses.",GL - Glasses|SV - Salmoiraghi e Viganò|DC - David Clulow|CL - Clearly
0RX5387F__5940,"Elevate your fashion and optical standards with Ray-Ban RB5387F eyeglasses. The square shape, crafted from durable acetate, offers a modern twist on a timeless design. The polished transparent frame, in a unique square shape, is complemented by the key bridge feature for a sophisticated look. These glasses are not only stylish but also versatile. Embrace your individuality and choose Ray-Ban RB5387F. These eyeglasses are available with prescription lenses.",OPSM - OPSM
0RX5387F__5629,"Elevate your eyewear game with Ray-Ban RB5387F. Crafted from durable acetate, these square-shaped glasses feature a polished finish that adds a touch of sophistication and elegance to any look. The transparent grey color adds a modern twist to the traditional black frame, making it a versatile choice for everyday wear. The key bridge design provides a unique and stylish detail, while also ensuring comfort and stability. These eyeglasses are available with prescription lenses.",OPSM - OPSM
